,episode,id,depart_sec,arrival_sec,duration_sec,wait_step,wait_sec
0,1,flow_2_1.0,0.00,9.00,9.00,0,0.00
1,1,flow_3_1.0,0.00,13.00,13.00,0,0.00
2,1,flow_1_1.0,0.00,46.00,46.00,1,3.00
3,1,flow_2_1.1,40.00,49.00,9.00,0,0.00
4,1,flow_3_1.1,45.00,59.00,14.00,0,0.00
5,1,flow_1_1.1,20.00,61.00,41.00,0,0.00
6,1,flow_2_1.2,80.00,88.00,8.00,0,0.00
7,1,flow_1_1.2,40.00,96.00,56.00,1,12.00
8,1,flow_3_1.2,90.00,104.00,14.00,0,0.00
9,1,flow_4_1.0,0.00,108.00,108.00,1,19.00
10,1,flow_4_1.1,26.00,118.00,92.00,0,0.00
11,1,flow_2_1.3,120.00,128.00,8.00,0,0.00
12,1,flow_1_1.3,60.00,132.00,72.00,1,22.00
13,1,flow_1_1.4,80.00,132.00,52.00,0,0.00
14,1,flow_3_1.3,135.00,148.00,13.00,0,0.00
15,1,flow_4_1.2,52.00,158.00,106.00,1,16.00
16,1,flow_1_1.5,100.00,161.00,61.00,1,19.00
17,1,flow_2_1.4,160.00,169.00,9.00,0,0.00
18,1,flow_4_1.3,78.00,170.00,92.00,0,0.00
19,1,flow_3_1.4,180.00,194.00,14.00,0,0.00
20,1,flow_1_1.7,140.00,195.00,55.00,1,12.00
21,1,flow_4_1.4,103.00,197.00,94.00,0,0.00
22,1,flow_1_1.6,120.00,197.00,77.00,2,23.00
23,1,flow_2_1.5,200.00,209.00,9.00,0,0.00
24,1,flow_1_1.8,160.00,212.00,52.00,1,4.00
25,1,flow_1_1.9,180.00,218.00,38.00,0,0.00
26,1,flow_4_1.5,129.00,225.00,96.00,0,0.00
27,1,flow_3_1.5,225.00,238.00,13.00,0,0.00
28,1,flow_2_1.6,240.00,249.00,9.00,0,0.00
29,1,flow_4_1.6,155.00,253.00,98.00,1,8.00
30,1,flow_4_1.7,180.00,269.00,89.00,0,0.00
31,1,flow_3_1.6,270.00,283.00,13.00,0,0.00
32,1,flow_2_1.7,280.00,289.00,9.00,0,0.00
33,1,flow_1_1.11,220.00,290.00,70.00,1,27.00
34,1,flow_1_1.10,200.00,291.00,91.00,2,46.00
35,1,flow_4_1.8,206.00,293.00,87.00,0,0.00
36,1,flow_1_1.12,240.00,316.00,76.00,2,27.00
37,1,flow_1_1.13,260.00,317.00,57.00,1,11.00
38,1,flow_1_1.14,280.00,320.00,40.00,0,0.00
39,1,flow_4_1.9,232.00,328.00,96.00,0,0.00
40,1,flow_3_1.7,315.00,328.00,13.00,0,0.00
41,1,flow_2_1.8,320.00,329.00,9.00,0,0.00
42,1,flow_1_1.15,300.00,341.00,41.00,0,0.00
43,1,flow_4_1.10,258.00,353.00,95.00,0,0.00
44,1,flow_2_2.0,360.00,369.00,9.00,0,0.00
45,1,flow_4_1.11,283.00,373.00,90.00,0,0.00
46,1,flow_3_2.0,360.00,373.00,13.00,0,0.00
47,1,flow_1_1.17,340.00,384.00,44.00,1,2.00
48,1,flow_1_1.16,320.00,389.00,69.00,1,20.00
49,1,flow_1_2.0,360.00,401.00,41.00,0,0.00
50,1,flow_4_1.12,309.00,402.00,93.00,0,0.00
51,1,flow_3_2.1,390.00,403.00,13.00,0,0.00
52,1,flow_4_1.13,335.00,426.00,91.00,0,0.00
53,1,flow_2_2.1,420.00,429.00,9.00,0,0.00
54,1,flow_1_2.1,372.00,431.00,59.00,1,10.00
55,1,flow_1_2.2,384.00,433.00,49.00,1,4.00
56,1,flow_3_2.2,420.00,434.00,14.00,0,0.00
57,1,flow_4_1.14,360.00,453.00,93.00,1,3.00
58,1,flow_4_2.0,363.00,456.00,93.00,0,0.00
59,1,flow_1_2.4,408.00,461.00,53.00,1,8.00
60,1,flow_1_2.3,396.00,462.00,66.00,2,18.00
61,1,flow_3_2.3,450.00,463.00,13.00,0,0.00
62,1,flow_1_2.5,420.00,469.00,49.00,0,0.00
63,1,flow_4_2.1,383.00,472.00,89.00,0,0.00
64,1,flow_1_2.6,432.00,482.00,50.00,1,5.00
65,1,flow_2_2.2,480.00,489.00,9.00,0,0.00
66,1,flow_3_2.4,480.00,493.00,13.00,0,0.00
67,1,flow_1_2.7,444.00,496.00,52.00,2,4.00
68,1,flow_4_2.2,405.00,498.00,93.00,0,0.00
69,1,flow_4_2.3,422.00,523.00,101.00,1,1.00
70,1,flow_3_2.5,510.00,523.00,13.00,0,0.00
71,1,flow_4_2.4,443.00,533.00,90.00,0,0.00
72,1,flow_2_2.3,540.00,549.00,9.00,0,0.00
73,1,flow_4_2.5,466.00,553.00,87.00,0,0.00
74,1,flow_3_2.6,540.00,553.00,13.00,0,0.00
75,1,flow_1_2.9,468.00,560.00,92.00,1,48.00
76,1,flow_1_2.8,456.00,561.00,105.00,2,58.00
77,1,flow_1_2.11,492.00,562.00,70.00,1,27.00
78,1,flow_1_2.10,480.00,563.00,83.00,2,33.00
79,1,flow_1_2.12,504.00,565.00,61.00,1,18.00
80,1,flow_1_2.14,528.00,565.00,37.00,0,0.00
81,1,flow_3_2.7,570.00,583.00,13.00,0,0.00
82,1,flow_1_2.13,516.00,586.00,70.00,3,19.00
83,1,flow_1_2.15,540.00,586.00,46.00,0,0.00
84,1,flow_1_2.16,552.00,596.00,44.00,1,2.00
85,1,flow_1_2.17,564.00,603.00,39.00,0,0.00
86,1,flow_2_2.4,600.00,609.00,9.00,0,0.00
87,1,flow_4_2.6,484.00,613.00,129.00,1,28.00
88,1,flow_3_2.8,600.00,613.00,13.00,0,0.00
89,1,flow_4_2.7,504.00,617.00,113.00,1,16.00
90,1,flow_1_2.18,576.00,630.00,54.00,1,11.00
91,1,flow_1_2.19,588.00,632.00,44.00,0,0.00
92,1,flow_4_2.8,528.00,643.00,115.00,1,20.00
93,1,flow_3_2.9,630.00,643.00,13.00,0,0.00
94,1,flow_4_2.9,546.00,648.00,102.00,0,0.00
95,1,flow_4_2.10,566.00,651.00,85.00,0,0.00
96,1,flow_1_2.21,612.00,661.00,49.00,1,5.00
97,1,flow_1_2.20,600.00,662.00,62.00,1,18.00
98,1,flow_1_2.22,624.00,666.00,42.00,0,0.00
99,1,flow_2_2.5,660.00,669.00,9.00,0,0.00
100,1,flow_3_2.10,660.00,673.00,13.00,0,0.00
101,1,flow_4_2.11,589.00,678.00,89.00,1,2.00
102,1,flow_1_2.23,636.00,678.00,42.00,1,3.00
103,1,flow_4_2.12,607.00,703.00,96.00,0,0.00
104,1,flow_3_2.11,690.00,704.00,14.00,0,0.00
105,1,flow_1_2.25,660.00,715.00,55.00,1,14.00
106,1,flow_1_2.24,648.00,716.00,68.00,2,21.00
107,1,flow_1_2.26,672.00,718.00,46.00,1,5.00
108,1,flow_1_2.27,684.00,725.00,41.00,0,0.00
109,1,flow_2_3.0,720.00,730.00,10.00,0,0.00
110,1,flow_3_3.0,720.00,733.00,13.00,0,0.00
111,1,flow_4_2.13,631.00,738.00,107.00,1,10.00
112,1,flow_4_2.14,648.00,741.00,93.00,1,6.00
113,1,flow_3_3.1,738.00,752.00,14.00,0,0.00
114,1,flow_2_3.1,750.00,759.00,9.00,0,0.00
115,1,flow_1_2.29,708.00,765.00,57.00,1,16.00
116,1,flow_1_2.28,696.00,766.00,70.00,2,23.00
117,1,flow_1_3.0,720.00,770.00,50.00,0,0.00
118,1,flow_3_3.2,756.00,770.00,14.00,0,0.00
119,1,flow_1_3.1,735.00,774.00,39.00,0,0.00
120,1,flow_4_2.15,671.00,778.00,107.00,1,13.00
121,1,flow_4_2.16,690.00,782.00,92.00,0,0.00
122,1,flow_3_3.3,774.00,788.00,14.00,0,0.00
123,1,flow_2_3.2,780.00,788.00,8.00,0,0.00
124,1,flow_3_3.4,792.00,805.00,13.00,0,0.00
125,1,flow_1_3.2,750.00,816.00,66.00,2,17.00
126,1,flow_1_3.3,765.00,817.00,52.00,1,5.00
127,1,flow_4_2.17,713.00,818.00,105.00,1,16.00
128,1,flow_2_3.3,810.00,819.00,9.00,0,0.00
129,1,flow_4_3.0,720.00,822.00,102.00,1,3.00
130,1,flow_3_3.5,810.00,823.00,13.00,0,0.00
131,1,flow_4_3.1,738.00,827.00,89.00,0,0.00
132,1,flow_1_3.4,780.00,836.00,56.00,1,5.00
133,1,flow_1_3.5,795.00,836.00,41.00,0,0.00
134,1,flow_3_3.6,828.00,841.00,13.00,0,0.00
135,1,flow_4_3.2,755.00,842.00,87.00,0,0.00
136,1,flow_2_3.4,840.00,849.00,9.00,0,0.00
137,1,flow_3_3.7,846.00,859.00,13.00,0,0.00
138,1,flow_4_3.3,772.00,874.00,102.00,0,0.00
139,1,flow_3_3.8,864.00,877.00,13.00,0,0.00
140,1,flow_2_3.5,870.00,879.00,9.00,0,0.00
141,1,flow_4_3.4,789.00,883.00,94.00,1,2.00
142,1,flow_3_3.9,882.00,895.00,13.00,0,0.00
143,1,flow_4_3.5,806.00,898.00,92.00,1,4.00
144,1,flow_1_3.7,825.00,905.00,80.00,2,35.00
145,1,flow_1_3.8,840.00,906.00,66.00,2,17.00
146,1,flow_1_3.6,810.00,909.00,99.00,2,48.00
147,1,flow_1_3.9,855.00,909.00,54.00,1,5.00
148,1,flow_2_3.6,900.00,909.00,9.00,0,0.00
149,1,flow_3_3.10,900.00,913.00,13.00,0,0.00
150,1,flow_1_3.10,870.00,922.00,52.00,1,6.00
151,1,flow_4_3.6,823.00,923.00,100.00,1,8.00
152,1,flow_1_3.11,885.00,923.00,38.00,0,0.00
153,1,flow_3_3.11,918.00,931.00,13.00,0,0.00
154,1,flow_4_3.7,841.00,938.00,97.00,0,0.00
155,1,flow_2_3.7,930.00,938.00,8.00,0,0.00
156,1,flow_3_3.12,936.00,949.00,13.00,0,0.00
157,1,flow_1_3.12,900.00,951.00,51.00,1,8.00
158,1,flow_4_3.8,858.00,952.00,94.00,0,0.00
159,1,flow_3_3.13,954.00,966.00,12.00,0,0.00
160,1,flow_1_3.13,915.00,967.00,52.00,1,5.00
161,1,flow_2_3.8,960.00,969.00,9.00,0,0.00
162,1,flow_4_3.9,875.00,973.00,98.00,1,2.00
163,1,flow_1_3.14,930.00,975.00,45.00,1,2.00
164,1,flow_1_3.15,945.00,984.00,39.00,0,0.00
165,1,flow_3_3.14,972.00,985.00,13.00,0,0.00
166,1,flow_4_3.10,892.00,993.00,101.00,1,5.00
167,1,flow_4_3.11,909.00,997.00,88.00,0,0.00
168,1,flow_2_3.9,990.00,999.00,9.00,0,0.00
169,1,flow_3_3.15,990.00,1003.00,13.00,0,0.00
170,1,flow_4_3.12,926.00,1018.00,92.00,1,1.00
171,1,flow_3_3.16,1008.00,1021.00,13.00,0,0.00
172,1,flow_2_3.10,1020.00,1029.00,9.00,0,0.00
173,1,flow_4_3.13,943.00,1038.00,95.00,1,2.00
174,1,flow_3_3.17,1026.00,1039.00,13.00,0,0.00
175,1,flow_1_3.16,960.00,1046.00,86.00,1,44.00
176,1,flow_1_3.17,975.00,1046.00,71.00,1,24.00
177,1,flow_1_3.18,990.00,1049.00,59.00,1,7.00
178,1,flow_3_3.18,1044.00,1057.00,13.00,0,0.00
179,1,flow_2_3.11,1050.00,1059.00,9.00,0,0.00
180,1,flow_4_3.14,961.00,1060.00,99.00,0,0.00
181,1,flow_4_3.15,978.00,1068.00,90.00,0,0.00
182,1,flow_3_3.19,1062.00,1075.00,13.00,0,0.00
183,1,flow_4_3.16,995.00,1081.00,86.00,0,0.00
184,1,flow_2_4.0,1080.00,1088.00,8.00,0,0.00
185,1,flow_3_4.0,1080.00,1094.00,14.00,0,0.00
186,1,flow_1_3.19,1005.00,1102.00,97.00,2,47.00
187,1,flow_1_3.20,1020.00,1102.00,82.00,2,31.00
188,1,flow_4_3.17,1012.00,1103.00,91.00,1,4.00
189,1,flow_1_3.22,1050.00,1103.00,53.00,2,4.00
190,1,flow_1_3.21,1035.00,1104.00,69.00,1,18.00
191,1,flow_1_3.23,1065.00,1116.00,51.00,2,3.00
192,1,flow_3_4.1,1103.00,1116.00,13.00,0,0.00
193,1,flow_4_3.18,1029.00,1124.00,95.00,0,0.00
194,1,flow_2_4.1,1120.00,1129.00,9.00,0,0.00
195,1,flow_4_3.19,1046.00,1138.00,92.00,1,1.00
196,1,flow_3_4.2,1125.00,1138.00,13.00,0,0.00
197,1,flow_1_4.0,1080.00,1151.00,71.00,1,26.00
198,1,flow_1_4.1,1100.00,1151.00,51.00,0,0.00
199,1,flow_4_3.20,1063.00,1154.00,91.00,0,0.00
200,1,flow_3_4.3,1148.00,1161.00,13.00,0,0.00
201,1,flow_2_4.2,1160.00,1169.00,9.00,0,0.00
202,1,flow_4_4.0,1080.00,1173.00,93.00,0,0.00
203,1,flow_4_4.1,1104.00,1182.00,78.00,0,0.00
204,1,flow_3_4.4,1170.00,1183.00,13.00,0,0.00
205,1,flow_1_4.2,1120.00,1201.00,81.00,2,32.00
206,1,flow_1_4.3,1140.00,1201.00,61.00,2,13.00
207,1,flow_1_4.4,1160.00,1203.00,43.00,0,0.00
208,1,flow_3_4.5,1193.00,1206.00,13.00,0,0.00
209,1,flow_2_4.3,1200.00,1209.00,9.00,0,0.00
210,1,flow_4_4.2,1125.00,1213.00,88.00,0,0.00
211,1,flow_3_4.6,1215.00,1229.00,14.00,0,0.00
212,1,flow_4_4.3,1142.00,1232.00,90.00,0,0.00
213,1,flow_2_4.4,1240.00,1249.00,9.00,0,0.00
214,1,flow_1_4.5,1180.00,1251.00,71.00,2,22.00
215,1,flow_1_4.6,1200.00,1251.00,51.00,1,6.00
216,1,flow_3_4.7,1238.00,1251.00,13.00,0,0.00
217,1,flow_4_4.4,1165.00,1258.00,93.00,1,3.00
218,1,flow_3_4.8,1260.00,1272.00,12.00,0,0.00
219,1,flow_1_4.7,1220.00,1285.00,65.00,1,22.00
220,1,flow_1_4.8,1240.00,1286.00,46.00,1,2.00
221,1,flow_4_4.5,1183.00,1288.00,105.00,1,11.00
222,1,flow_2_4.5,1280.00,1289.00,9.00,0,0.00
223,1,flow_3_4.9,1283.00,1297.00,14.00,0,0.00
224,1,flow_4_4.6,1207.00,1298.00,91.00,0,0.00
225,1,flow_1_4.9,1260.00,1300.00,40.00,0,0.00
226,1,flow_4_4.7,1224.00,1310.00,86.00,0,0.00
227,1,flow_3_4.10,1305.00,1318.00,13.00,0,0.00
228,1,flow_2_4.6,1320.00,1329.00,9.00,0,0.00
229,1,flow_1_4.10,1280.00,1330.00,50.00,1,8.00
230,1,flow_3_4.11,1328.00,1341.00,13.00,0,0.00
231,1,flow_4_4.8,1246.00,1358.00,112.00,1,19.00
232,1,flow_4_4.9,1269.00,1361.00,92.00,1,4.00
233,1,flow_3_4.12,1350.00,1363.00,13.00,0,0.00
234,1,flow_2_4.7,1360.00,1369.00,9.00,0,0.00
235,1,flow_1_4.11,1300.00,1373.00,73.00,1,19.00
236,1,flow_4_4.10,1286.00,1383.00,97.00,1,3.00
237,1,flow_3_4.13,1373.00,1386.00,13.00,0,0.00
238,1,flow_4_4.11,1310.00,1397.00,87.00,0,0.00
239,1,flow_1_4.12,1320.00,1401.00,81.00,2,33.00
240,1,flow_1_4.13,1340.00,1401.00,61.00,2,13.00
241,1,flow_1_4.14,1360.00,1403.00,43.00,0,0.00
242,1,flow_3_4.14,1395.00,1407.00,12.00,0,0.00
243,1,flow_2_4.8,1400.00,1409.00,9.00,0,0.00
244,1,flow_4_4.12,1327.00,1418.00,91.00,0,0.00
245,1,flow_1_4.15,1380.00,1427.00,47.00,0,0.00
246,1,flow_3_4.15,1418.00,1432.00,14.00,0,0.00
247,1,flow_1_4.16,1400.00,1446.00,46.00,1,3.00
248,1,flow_4_4.13,1350.00,1448.00,98.00,1,8.00
249,1,flow_2_5.0,1440.00,1449.00,9.00,0,0.00
250,1,flow_3_5.0,1440.00,1454.00,14.00,0,0.00
251,1,flow_3_5.1,1453.00,1467.00,14.00,0,0.00
252,1,flow_4_4.14,1368.00,1471.00,103.00,0,0.00
253,1,flow_1_4.17,1420.00,1472.00,52.00,1,5.00
254,1,flow_2_5.1,1464.00,1473.00,9.00,0,0.00
255,1,flow_3_5.2,1466.00,1479.00,13.00,0,0.00
256,1,flow_4_4.15,1389.00,1483.00,94.00,1,6.00
257,1,flow_1_5.1,1448.00,1485.00,37.00,0,0.00
258,1,flow_1_5.0,1440.00,1487.00,47.00,1,1.00
259,1,flow_3_5.3,1479.00,1492.00,13.00,0,0.00
260,1,flow_2_5.2,1488.00,1497.00,9.00,0,0.00
261,1,flow_4_4.16,1411.00,1503.00,92.00,0,0.00
262,1,flow_3_5.4,1492.00,1505.00,13.00,0,0.00
263,1,flow_4_4.17,1430.00,1513.00,83.00,0,0.00
264,1,flow_3_5.5,1505.00,1518.00,13.00,0,0.00
265,1,flow_2_5.3,1512.00,1521.00,9.00,0,0.00
266,1,flow_1_5.2,1455.00,1531.00,76.00,2,28.00
267,1,flow_1_5.3,1463.00,1531.00,68.00,1,20.00
268,1,flow_3_5.6,1518.00,1531.00,13.00,0,0.00
269,1,flow_4_5.0,1440.00,1533.00,93.00,1,5.00
270,1,flow_1_5.6,1485.00,1533.00,48.00,1,2.00
271,1,flow_1_5.4,1470.00,1534.00,64.00,1,18.00
272,1,flow_4_5.1,1453.00,1537.00,84.00,0,0.00
273,1,flow_3_5.7,1530.00,1543.00,13.00,0,0.00
274,1,flow_2_5.4,1536.00,1545.00,9.00,0,0.00
275,1,flow_1_5.5,1478.00,1546.00,68.00,3,19.00
276,1,flow_1_5.7,1493.00,1546.00,53.00,2,5.00
277,1,flow_1_5.8,1500.00,1548.00,48.00,0,0.00
278,1,flow_1_5.9,1508.00,1549.00,41.00,0,0.00
279,1,flow_3_5.8,1543.00,1556.00,13.00,0,0.00
280,1,flow_4_5.2,1466.00,1558.00,92.00,0,0.00
281,1,flow_1_5.10,1515.00,1564.00,49.00,1,7.00
282,1,flow_1_5.11,1523.00,1566.00,43.00,0,0.00
283,1,flow_4_5.3,1479.00,1568.00,89.00,0,0.00
284,1,flow_2_5.5,1560.00,1568.00,8.00,0,0.00
285,1,flow_1_5.12,1530.00,1569.00,39.00,0,0.00
286,1,flow_3_5.9,1556.00,1569.00,13.00,0,0.00
287,1,flow_3_5.10,1569.00,1582.00,13.00,0,0.00
288,1,flow_4_5.4,1492.00,1588.00,96.00,1,1.00
289,1,flow_2_5.6,1584.00,1593.00,9.00,0,0.00
290,1,flow_3_5.11,1582.00,1596.00,14.00,0,0.00
291,1,flow_4_5.5,1505.00,1600.00,95.00,0,0.00
292,1,flow_1_5.13,1538.00,1601.00,63.00,2,12.00
293,1,flow_1_5.14,1545.00,1601.00,56.00,2,7.00
294,1,flow_3_5.12,1595.00,1609.00,14.00,0,0.00
295,1,flow_4_5.6,1518.00,1610.00,92.00,0,0.00
296,1,flow_2_5.7,1608.00,1618.00,10.00,0,0.00
297,1,flow_4_5.7,1530.00,1620.00,90.00,0,0.00
298,1,flow_3_5.13,1608.00,1622.00,14.00,0,0.00
299,1,flow_3_5.14,1620.00,1634.00,14.00,0,0.00
300,1,flow_1_5.16,1560.00,1641.00,81.00,2,30.00
301,1,flow_2_5.8,1632.00,1641.00,9.00,0,0.00
302,1,flow_1_5.15,1553.00,1642.00,89.00,2,37.00
303,1,flow_4_5.8,1543.00,1643.00,100.00,1,4.00
304,1,flow_1_5.17,1568.00,1644.00,76.00,2,26.00
305,1,flow_1_5.18,1575.00,1644.00,69.00,2,18.00
306,1,flow_1_5.19,1583.00,1646.00,63.00,2,9.00
307,1,flow_1_5.20,1590.00,1646.00,56.00,1,8.00
308,1,flow_3_5.15,1633.00,1646.00,13.00,0,0.00
309,1,flow_4_5.9,1556.00,1647.00,91.00,1,2.00
310,1,flow_1_5.22,1605.00,1649.00,44.00,1,3.00
311,1,flow_1_5.21,1598.00,1652.00,54.00,1,9.00
312,1,flow_1_5.23,1613.00,1655.00,42.00,0,0.00
313,1,flow_4_5.10,1569.00,1657.00,88.00,0,0.00
314,1,flow_3_5.16,1646.00,1659.00,13.00,0,0.00
315,1,flow_2_5.9,1656.00,1665.00,9.00,0,0.00
316,1,flow_3_5.17,1659.00,1672.00,13.00,0,0.00
317,1,flow_4_5.11,1582.00,1673.00,91.00,1,1.00
318,1,flow_1_5.25,1628.00,1681.00,53.00,1,10.00
319,1,flow_1_5.24,1620.00,1682.00,62.00,1,10.00
320,1,flow_1_5.26,1635.00,1684.00,49.00,1,7.00
321,1,flow_3_5.18,1672.00,1686.00,14.00,0,0.00
322,1,flow_2_5.10,1680.00,1689.00,9.00,0,0.00
323,1,flow_1_5.28,1650.00,1699.00,49.00,1,7.00
324,1,flow_3_5.19,1685.00,1699.00,14.00,0,0.00
325,1,flow_1_5.29,1658.00,1702.00,44.00,1,2.00
326,1,flow_1_5.27,1643.00,1704.00,61.00,1,12.00
327,1,flow_4_5.12,1595.00,1708.00,113.00,1,17.00
328,1,flow_4_5.13,1608.00,1711.00,103.00,1,13.00
329,1,flow_3_5.20,1698.00,1711.00,13.00,0,0.00
330,1,flow_2_5.11,1704.00,1712.00,8.00,0,0.00
331,1,flow_4_5.14,1620.00,1715.00,95.00,1,1.00
332,1,flow_3_5.21,1710.00,1723.00,13.00,0,0.00
333,1,flow_4_5.15,1633.00,1732.00,99.00,0,0.00
334,1,flow_1_5.30,1665.00,1733.00,68.00,1,18.00
335,1,flow_3_5.22,1723.00,1736.00,13.00,0,0.00
336,1,flow_2_5.12,1728.00,1737.00,9.00,0,0.00
337,1,flow_1_5.31,1673.00,1738.00,65.00,1,16.00
338,1,flow_1_5.32,1680.00,1738.00,58.00,1,10.00
339,1,flow_1_5.33,1688.00,1740.00,52.00,1,5.00
340,1,flow_1_5.34,1695.00,1740.00,45.00,0,0.00
341,1,flow_4_5.16,1646.00,1748.00,102.00,1,4.00
342,1,flow_3_5.23,1736.00,1748.00,12.00,0,0.00
343,1,flow_1_5.36,1710.00,1751.00,41.00,0,0.00
344,1,flow_1_5.35,1703.00,1753.00,50.00,0,0.00
345,1,flow_4_5.17,1659.00,1758.00,99.00,0,0.00
346,1,flow_2_5.13,1752.00,1761.00,9.00,0,0.00
347,1,flow_4_5.18,1672.00,1762.00,90.00,0,0.00
348,1,flow_3_5.24,1749.00,1762.00,13.00,0,0.00
349,1,flow_1_5.37,1718.00,1766.00,48.00,1,3.00
350,1,flow_4_5.19,1685.00,1768.00,83.00,0,0.00
351,1,flow_1_5.38,1725.00,1768.00,43.00,0,0.00
352,1,flow_3_5.25,1762.00,1775.00,13.00,0,0.00
353,1,flow_1_5.40,1740.00,1785.00,45.00,1,3.00
354,1,flow_2_5.14,1776.00,1785.00,9.00,0,0.00
355,1,flow_4_5.20,1698.00,1786.00,88.00,0,0.00
356,1,flow_1_5.39,1733.00,1787.00,54.00,1,2.00
357,1,flow_3_5.26,1775.00,1788.00,13.00,0,0.00
358,1,flow_1_5.41,1748.00,1789.00,41.00,0,0.00
359,1,flow_3_5.27,1788.00,1801.00,13.00,0,0.00
360,1,flow_4_5.21,1710.00,1808.00,98.00,1,5.00
361,1,flow_2_6.0,1800.00,1808.00,8.00,0,0.00
362,1,flow_4_5.22,1723.00,1812.00,89.00,0,0.00
363,1,flow_3_5.28,1800.00,1812.00,12.00,0,0.00
364,1,flow_1_5.42,1755.00,1816.00,61.00,2,12.00
365,1,flow_3_6.0,1802.00,1816.00,14.00,0,0.00
366,1,flow_1_5.43,1763.00,1817.00,54.00,1,5.00
367,1,flow_1_5.45,1778.00,1818.00,40.00,0,0.00
368,1,flow_1_5.44,1770.00,1819.00,49.00,1,4.00
369,1,flow_3_6.1,1812.00,1825.00,13.00,0,0.00
370,1,flow_2_6.1,1824.00,1832.00,8.00,0,0.00
371,1,flow_4_5.23,1736.00,1835.00,99.00,0,0.00
372,1,flow_3_6.2,1823.00,1837.00,14.00,0,0.00
373,1,flow_3_6.3,1834.00,1847.00,13.00,0,0.00
374,1,flow_4_5.24,1749.00,1848.00,99.00,1,3.00
375,1,flow_4_5.25,1762.00,1851.00,89.00,0,0.00
376,1,flow_2_6.2,1848.00,1856.00,8.00,0,0.00
377,1,flow_3_6.4,1845.00,1858.00,13.00,0,0.00
378,1,flow_4_5.26,1775.00,1862.00,87.00,0,0.00
379,1,flow_3_6.5,1857.00,1870.00,13.00,0,0.00
380,1,flow_1_5.47,1793.00,1871.00,78.00,2,34.00
381,1,flow_1_6.1,1807.00,1873.00,66.00,2,10.00
382,1,flow_4_5.27,1788.00,1874.00,86.00,0,0.00
383,1,flow_1_6.3,1821.00,1874.00,53.00,1,7.00
384,1,flow_1_5.46,1785.00,1875.00,90.00,2,36.00
385,1,flow_1_6.5,1834.00,1875.00,41.00,0,0.00
386,1,flow_1_6.0,1800.00,1877.00,77.00,2,19.00
387,1,flow_1_6.2,1814.00,1879.00,65.00,2,11.00
388,1,flow_1_6.4,1827.00,1881.00,54.00,2,7.00
389,1,flow_3_6.6,1868.00,1881.00,13.00,0,0.00
390,1,flow_2_6.3,1872.00,1881.00,9.00,0,0.00
391,1,flow_4_5.28,1800.00,1888.00,88.00,0,0.00
392,1,flow_3_6.7,1879.00,1892.00,13.00,0,0.00
393,1,flow_4_6.0,1803.00,1900.00,97.00,0,0.00
394,1,flow_3_6.8,1890.00,1904.00,14.00,0,0.00
395,1,flow_2_6.4,1896.00,1905.00,9.00,0,0.00
396,1,flow_4_6.1,1812.00,1908.00,96.00,1,2.00
397,1,flow_4_6.2,1824.00,1911.00,87.00,0,0.00
398,1,flow_3_6.9,1902.00,1915.00,13.00,0,0.00
399,1,flow_1_6.6,1841.00,1921.00,80.00,2,30.00
400,1,flow_1_6.7,1847.00,1922.00,75.00,2,28.00
401,1,flow_1_6.8,1854.00,1923.00,69.00,2,19.00
402,1,flow_1_6.9,1861.00,1924.00,63.00,2,12.00
403,1,flow_3_6.10,1913.00,1926.00,13.00,0,0.00
404,1,flow_2_6.5,1920.00,1929.00,9.00,0,0.00
405,1,flow_3_6.11,1924.00,1937.00,13.00,0,0.00
406,1,flow_4_6.3,1836.00,1939.00,103.00,0,0.00
407,1,flow_4_6.4,1847.00,1942.00,95.00,0,0.00
408,1,flow_4_6.5,1858.00,1947.00,89.00,0,0.00
409,1,flow_3_6.12,1935.00,1948.00,13.00,0,0.00
410,1,flow_1_6.10,1867.00,1951.00,84.00,3,29.00
411,1,flow_1_6.12,1881.00,1951.00,70.00,2,23.00
412,1,flow_2_6.6,1944.00,1952.00,8.00,0,0.00
413,1,flow_1_6.11,1874.00,1954.00,80.00,3,28.00
414,1,flow_1_6.13,1887.00,1955.00,68.00,1,18.00
415,1,flow_3_6.13,1947.00,1960.00,13.00,0,0.00
416,1,flow_1_6.14,1894.00,1961.00,67.00,2,14.00
417,1,flow_1_6.15,1901.00,1961.00,60.00,2,6.00
418,1,flow_1_6.16,1907.00,1963.00,56.00,1,9.00
419,1,flow_1_6.17,1914.00,1964.00,50.00,1,1.00
420,1,flow_1_6.18,1921.00,1966.00,45.00,0,0.00
421,1,flow_1_6.19,1927.00,1966.00,39.00,0,0.00
422,1,flow_3_6.14,1958.00,1970.00,12.00,0,0.00
423,1,flow_2_6.7,1968.00,1977.00,9.00,0,0.00
424,1,flow_4_6.6,1872.00,1979.00,107.00,0,0.00
425,1,flow_1_6.21,1941.00,1979.00,38.00,0,0.00
426,1,flow_1_6.20,1934.00,1982.00,48.00,1,3.00
427,1,flow_3_6.15,1969.00,1983.00,14.00,0,0.00
428,1,flow_3_6.16,1980.00,1994.00,14.00,0,0.00
429,1,flow_4_6.7,1881.00,1998.00,117.00,1,15.00
430,1,flow_4_6.8,1892.00,2001.00,109.00,1,13.00
431,1,flow_2_6.8,1992.00,2001.00,9.00,0,0.00
432,1,flow_3_6.17,1992.00,2005.00,13.00,0,0.00
