,episode,id,depart_sec,arrival_sec,duration_sec,wait_step,wait_sec
5753,6,flow_3_9.9,3015.00,3028.00,13.00,0,0.00
5754,6,flow_1_9.11,2975.00,3037.00,62.00,1,10.00
5755,6,flow_1_9.12,2983.00,3037.00,54.00,1,3.00
5756,6,flow_2_9.11,3027.00,3037.00,10.00,0,0.00
5757,6,flow_1_9.13,2992.00,3038.00,46.00,0,0.00
5758,6,flow_3_9.10,3030.00,3043.00,13.00,0,0.00
5759,6,flow_2_9.12,3040.00,3049.00,9.00,0,0.00
5760,6,flow_3_9.11,3045.00,3059.00,14.00,0,0.00
5761,6,flow_2_9.13,3054.00,3063.00,9.00,0,0.00
5762,6,flow_1_9.15,3009.00,3065.00,56.00,1,14.00
5763,6,flow_1_9.14,3000.00,3068.00,68.00,1,14.00
5764,6,flow_4_9.4,2964.00,3073.00,109.00,1,16.00
5765,6,flow_3_9.12,3060.00,3073.00,13.00,0,0.00
5766,6,flow_4_9.5,2983.00,3076.00,93.00,1,1.00
5767,6,flow_1_9.16,3018.00,3076.00,58.00,2,11.00
5768,6,flow_2_9.14,3067.00,3076.00,9.00,0,0.00
5769,6,flow_1_9.17,3026.00,3077.00,51.00,0,0.00
5770,6,flow_1_9.18,3035.00,3078.00,43.00,0,0.00
5771,6,flow_3_9.13,3075.00,3088.00,13.00,0,0.00
5772,6,flow_2_9.15,3080.00,3089.00,9.00,0,0.00
5773,6,flow_4_9.6,3007.00,3103.00,96.00,1,5.00
5774,6,flow_2_9.16,3094.00,3103.00,9.00,0,0.00
5775,6,flow_3_9.14,3090.00,3104.00,14.00,0,0.00
5776,6,flow_4_9.7,3024.00,3111.00,87.00,0,0.00
5777,6,flow_2_9.17,3107.00,3115.00,8.00,0,0.00
5778,6,flow_3_9.15,3105.00,3118.00,13.00,0,0.00
5779,6,flow_1_9.19,3043.00,3126.00,83.00,1,40.00
5780,6,flow_1_9.20,3052.00,3126.00,74.00,1,23.00
5781,6,flow_1_9.22,3069.00,3128.00,59.00,1,13.00
5782,6,flow_1_9.21,3060.00,3129.00,69.00,1,18.00
5783,6,flow_2_9.18,3120.00,3129.00,9.00,0,0.00
5784,6,flow_3_9.16,3120.00,3134.00,14.00,0,0.00
5785,6,flow_4_9.8,3047.00,3138.00,91.00,0,0.00
5786,6,flow_2_9.19,3134.00,3143.00,9.00,0,0.00
5787,6,flow_3_9.17,3135.00,3148.00,13.00,0,0.00
5788,6,flow_2_9.20,3147.00,3156.00,9.00,0,0.00
5789,6,flow_4_9.9,3066.00,3158.00,92.00,0,0.00
5790,6,flow_1_9.24,3086.00,3160.00,74.00,2,25.00
5791,6,flow_1_9.23,3078.00,3162.00,84.00,2,34.00
5792,6,flow_1_9.26,3103.00,3162.00,59.00,2,11.00
5793,6,flow_3_9.18,3150.00,3163.00,13.00,0,0.00
5794,6,flow_1_9.25,3095.00,3165.00,70.00,1,19.00
5795,6,flow_2_9.21,3160.00,3169.00,9.00,0,0.00
5796,6,flow_1_9.29,3129.00,3170.00,41.00,0,0.00
5797,6,flow_1_9.27,3112.00,3172.00,60.00,2,5.00
5798,6,flow_1_9.28,3120.00,3173.00,53.00,1,6.00
5799,6,flow_4_9.10,3086.00,3178.00,92.00,1,4.00
5800,6,flow_3_9.19,3165.00,3178.00,13.00,0,0.00
5801,6,flow_2_9.22,3174.00,3183.00,9.00,0,0.00
5802,6,flow_3_9.20,3180.00,3193.00,13.00,0,0.00
5803,6,flow_2_9.23,3187.00,3196.00,9.00,0,0.00
5804,6,flow_1_9.30,3138.00,3201.00,63.00,2,16.00
5805,6,flow_1_9.31,3146.00,3201.00,55.00,2,8.00
5806,6,flow_1_9.32,3155.00,3203.00,48.00,0,0.00
5807,6,flow_3_9.21,3195.00,3208.00,13.00,0,0.00
5808,6,flow_2_9.24,3200.00,3209.00,9.00,0,0.00
5809,6,flow_1_9.33,3163.00,3213.00,50.00,1,9.00
5810,6,flow_4_9.11,3109.00,3219.00,110.00,1,11.00
5811,6,flow_3_9.22,3210.00,3223.00,13.00,0,0.00
5812,6,flow_2_9.25,3214.00,3223.00,9.00,0,0.00
5813,6,flow_1_9.34,3172.00,3226.00,54.00,1,8.00
5814,6,flow_1_9.35,3180.00,3226.00,46.00,1,1.00
5815,6,flow_1_9.36,3189.00,3228.00,39.00,0,0.00
5816,6,flow_4_9.12,3127.00,3233.00,106.00,1,5.00
5817,6,flow_4_9.13,3148.00,3236.00,88.00,0,0.00
5818,6,flow_2_9.26,3227.00,3236.00,9.00,0,0.00
5819,6,flow_3_9.23,3225.00,3238.00,13.00,0,0.00
5820,6,flow_2_9.27,3240.00,3249.00,9.00,0,0.00
5821,6,flow_2_10.0,3243.00,3252.00,9.00,0,0.00
5822,6,flow_3_10.0,3240.00,3253.00,13.00,0,0.00
5823,6,flow_1_9.37,3198.00,3261.00,63.00,2,17.00
5824,6,flow_2_10.1,3252.00,3261.00,9.00,0,0.00
5825,6,flow_1_9.38,3206.00,3263.00,57.00,1,3.00
5826,6,flow_1_9.39,3215.00,3264.00,49.00,1,1.00
5827,6,flow_4_9.14,3171.00,3273.00,102.00,1,6.00
5828,6,flow_2_10.2,3264.00,3273.00,9.00,0,0.00
5829,6,flow_1_9.40,3223.00,3281.00,58.00,2,10.00
5830,6,flow_1_9.41,3232.00,3281.00,49.00,1,5.00
5831,6,flow_3_10.1,3270.00,3284.00,14.00,0,0.00
5832,6,flow_2_10.3,3276.00,3285.00,9.00,0,0.00
5833,6,flow_1_9.42,3240.00,3288.00,48.00,1,9.00
5834,6,flow_1_10.0,3243.00,3289.00,46.00,1,4.00
5835,6,flow_4_9.15,3189.00,3294.00,105.00,1,3.00
5836,6,flow_2_10.4,3288.00,3297.00,9.00,0,0.00
5837,6,flow_4_9.16,3210.00,3307.00,97.00,0,0.00
5838,6,flow_2_10.5,3300.00,3309.00,9.00,0,0.00
5839,6,flow_3_10.2,3300.00,3313.00,13.00,0,0.00
5840,6,flow_4_9.17,3230.00,3315.00,85.00,0,0.00
5841,6,flow_2_10.6,3312.00,3321.00,9.00,0,0.00
5842,6,flow_4_10.0,3240.00,3330.00,90.00,0,0.00
5843,6,flow_2_10.7,3324.00,3333.00,9.00,0,0.00
5844,6,flow_3_10.3,3330.00,3343.00,13.00,0,0.00
5845,6,flow_2_10.8,3336.00,3345.00,9.00,0,0.00
5846,6,flow_1_10.1,3270.00,3347.00,77.00,2,28.00
5847,6,flow_2_10.9,3348.00,3357.00,9.00,0,0.00
5848,6,flow_1_10.2,3300.00,3361.00,61.00,1,16.00
5849,6,flow_2_10.10,3360.00,3369.00,9.00,0,0.00
5850,6,flow_3_10.4,3360.00,3372.00,12.00,0,0.00
5851,6,flow_1_10.3,3330.00,3380.00,50.00,1,7.00
5852,6,flow_2_10.11,3372.00,3382.00,10.00,0,0.00
5853,6,flow_4_10.1,3292.00,3383.00,91.00,1,2.00
5854,6,flow_2_10.12,3384.00,3393.00,9.00,0,0.00
5855,6,flow_3_10.5,3390.00,3404.00,14.00,0,0.00
5856,6,flow_2_10.13,3396.00,3404.00,8.00,0,0.00
5857,6,flow_1_10.4,3360.00,3407.00,47.00,1,1.00
5858,6,flow_2_10.14,3408.00,3417.00,9.00,0,0.00
5859,6,flow_2_10.15,3420.00,3429.00,9.00,0,0.00
5860,6,flow_3_10.6,3420.00,3433.00,13.00,0,0.00
5861,6,flow_2_10.16,3432.00,3441.00,9.00,0,0.00
5862,6,flow_1_10.5,3390.00,3446.00,56.00,1,11.00
5863,6,flow_2_10.17,3444.00,3452.00,8.00,0,0.00
5864,6,flow_3_10.7,3450.00,3463.00,13.00,0,0.00
5865,6,flow_4_10.2,3343.00,3464.00,121.00,1,19.00
5866,6,flow_2_10.18,3456.00,3465.00,9.00,0,0.00
5867,6,flow_1_10.6,3420.00,3466.00,46.00,1,2.00
5868,6,flow_2_10.19,3468.00,3476.00,8.00,0,0.00
5869,6,flow_4_10.3,3395.00,3488.00,93.00,0,0.00
5870,6,flow_2_10.20,3480.00,3489.00,9.00,0,0.00
5871,6,flow_3_10.8,3480.00,3493.00,13.00,0,0.00
5872,6,flow_2_10.21,3492.00,3501.00,9.00,0,0.00
5873,6,flow_2_10.22,3504.00,3513.00,9.00,0,0.00
5874,6,flow_1_10.7,3450.00,3515.00,65.00,1,16.00
5875,6,flow_1_10.8,3480.00,3520.00,40.00,0,0.00
5876,6,flow_3_10.9,3510.00,3524.00,14.00,0,0.00
5877,6,flow_2_10.23,3516.00,3525.00,9.00,0,0.00
5878,6,flow_2_10.24,3528.00,3537.00,9.00,0,0.00
5879,6,flow_2_10.25,3540.00,3549.00,9.00,0,0.00
5880,6,flow_3_10.10,3540.00,3554.00,14.00,0,0.00
5881,6,flow_2_10.26,3552.00,3561.00,9.00,0,0.00
5882,6,flow_4_10.4,3446.00,3563.00,117.00,1,21.00
5883,6,flow_2_10.27,3564.00,3573.00,9.00,0,0.00
5884,6,flow_1_10.9,3510.00,3581.00,71.00,2,22.00
5885,6,flow_3_10.11,3570.00,3583.00,13.00,0,0.00
5886,6,flow_2_10.28,3576.00,3585.00,9.00,0,0.00
5887,6,flow_4_10.5,3498.00,3592.00,94.00,0,0.00
5888,6,flow_1_10.10,3540.00,3597.00,57.00,1,4.00
5889,6,flow_2_10.29,3588.00,3597.00,9.00,0,0.00
5890,7,flow_2_1.0,0.00,9.00,9.00,0,0.00
5891,7,flow_3_1.0,0.00,13.00,13.00,0,0.00
5892,7,flow_1_1.0,0.00,46.00,46.00,1,1.00
5893,7,flow_2_1.1,40.00,49.00,9.00,0,0.00
5894,7,flow_3_1.1,45.00,58.00,13.00,0,0.00
5895,7,flow_1_1.1,20.00,77.00,57.00,1,5.00
5896,7,flow_1_1.2,40.00,79.00,39.00,0,0.00
5897,7,flow_4_1.0,0.00,88.00,88.00,0,0.00
5898,7,flow_2_1.2,80.00,88.00,8.00,0,0.00
5899,7,flow_3_1.2,90.00,103.00,13.00,0,0.00
5900,7,flow_4_1.1,26.00,112.00,86.00,0,0.00
5901,7,flow_1_1.3,60.00,116.00,56.00,2,7.00
5902,7,flow_1_1.4,80.00,118.00,38.00,0,0.00
5903,7,flow_2_1.3,120.00,129.00,9.00,0,0.00
5904,7,flow_1_1.5,100.00,146.00,46.00,1,2.00
5905,7,flow_3_1.3,135.00,147.00,12.00,0,0.00
5906,7,flow_4_1.2,52.00,148.00,96.00,1,4.00
5907,7,flow_4_1.3,78.00,162.00,84.00,0,0.00
5908,7,flow_2_1.4,160.00,169.00,9.00,0,0.00
5909,7,flow_1_1.6,120.00,172.00,52.00,0,0.00
5910,7,flow_1_1.7,140.00,190.00,50.00,1,5.00
5911,7,flow_3_1.4,180.00,193.00,13.00,0,0.00
5912,7,flow_4_1.4,103.00,198.00,95.00,1,5.00
5913,7,flow_2_1.5,200.00,209.00,9.00,0,0.00
5914,7,flow_1_1.9,180.00,230.00,50.00,0,0.00
5915,7,flow_1_1.8,160.00,233.00,73.00,1,19.00
5916,7,flow_1_1.10,200.00,234.00,34.00,0,0.00
5917,7,flow_3_1.5,225.00,238.00,13.00,0,0.00
5918,7,flow_2_1.6,240.00,249.00,9.00,0,0.00
5919,7,flow_1_1.11,220.00,272.00,52.00,1,5.00
5920,7,flow_4_1.5,129.00,279.00,150.00,1,47.00
5921,7,flow_3_1.6,270.00,283.00,13.00,0,0.00
5922,7,flow_4_1.6,155.00,287.00,132.00,2,40.00
5923,7,flow_2_1.7,280.00,289.00,9.00,0,0.00
5924,7,flow_4_1.7,180.00,291.00,111.00,2,12.00
5925,7,flow_4_1.8,206.00,299.00,93.00,0,0.00
5926,7,flow_1_1.12,240.00,311.00,71.00,2,21.00
5927,7,flow_1_1.13,260.00,312.00,52.00,1,5.00
5928,7,flow_4_1.9,232.00,318.00,86.00,0,0.00
5929,7,flow_3_1.7,315.00,327.00,12.00,0,0.00
5930,7,flow_2_1.8,320.00,329.00,9.00,0,0.00
5931,7,flow_1_1.14,280.00,331.00,51.00,2,2.00
5932,7,flow_4_1.10,258.00,348.00,90.00,0,0.00
5933,7,flow_1_1.15,300.00,366.00,66.00,1,21.00
5934,7,flow_2_2.0,360.00,369.00,9.00,0,0.00
5935,7,flow_3_2.0,360.00,373.00,13.00,0,0.00
5936,7,flow_4_1.11,283.00,383.00,100.00,1,6.00
5937,7,flow_4_1.12,309.00,403.00,94.00,1,6.00
5938,7,flow_3_2.1,390.00,403.00,13.00,0,0.00
5939,7,flow_1_1.16,320.00,422.00,102.00,2,51.00
5940,7,flow_4_1.13,335.00,422.00,87.00,0,0.00
5941,7,flow_1_1.17,340.00,422.00,82.00,2,29.00
5942,7,flow_1_2.0,360.00,424.00,64.00,2,12.00
5943,7,flow_1_2.1,372.00,424.00,52.00,1,4.00
5944,7,flow_2_2.1,420.00,429.00,9.00,0,0.00
5945,7,flow_3_2.2,420.00,433.00,13.00,0,0.00
5946,7,flow_1_2.2,384.00,455.00,71.00,2,24.00
5947,7,flow_1_2.3,396.00,456.00,60.00,1,11.00
5948,7,flow_1_2.4,408.00,458.00,50.00,1,6.00
5949,7,flow_4_1.14,360.00,463.00,103.00,0,0.00
5950,7,flow_3_2.3,450.00,463.00,13.00,0,0.00
5951,7,flow_4_2.0,363.00,467.00,104.00,0,0.00
5952,7,flow_2_2.2,480.00,489.00,9.00,0,0.00
5953,7,flow_1_2.5,420.00,491.00,71.00,2,24.00
5954,7,flow_4_2.1,381.00,492.00,111.00,1,22.00
5955,7,flow_3_2.4,480.00,493.00,13.00,0,0.00
5956,7,flow_4_2.2,403.00,508.00,105.00,1,5.00
5957,7,flow_4_2.3,422.00,523.00,101.00,1,4.00
5958,7,flow_3_2.5,510.00,523.00,13.00,0,0.00
5959,7,flow_1_2.7,444.00,528.00,84.00,2,31.00
5960,7,flow_1_2.6,432.00,529.00,97.00,2,41.00
5961,7,flow_1_2.8,456.00,530.00,74.00,1,24.00
5962,7,flow_1_2.9,468.00,531.00,63.00,1,16.00
5963,7,flow_1_2.10,480.00,533.00,53.00,1,5.00
5964,7,flow_1_2.11,492.00,536.00,44.00,1,2.00
5965,7,flow_4_2.4,443.00,538.00,95.00,1,4.00
5966,7,flow_2_2.3,540.00,549.00,9.00,0,0.00
5967,7,flow_3_2.6,540.00,553.00,13.00,0,0.00
5968,7,flow_4_2.5,466.00,554.00,88.00,0,0.00
5969,7,flow_1_2.12,504.00,566.00,62.00,1,21.00
5970,7,flow_1_2.13,516.00,567.00,51.00,1,3.00
5971,7,flow_1_2.14,528.00,569.00,41.00,0,0.00
5972,7,flow_4_2.6,484.00,572.00,88.00,0,0.00
5973,7,flow_3_2.7,570.00,583.00,13.00,0,0.00
5974,7,flow_1_2.15,540.00,587.00,47.00,1,1.00
5975,7,flow_4_2.7,504.00,590.00,86.00,0,0.00
5976,7,flow_2_2.4,600.00,609.00,9.00,0,0.00
5977,7,flow_4_2.8,527.00,613.00,86.00,0,0.00
5978,7,flow_3_2.8,600.00,614.00,14.00,0,0.00
5979,7,flow_1_2.17,564.00,615.00,51.00,1,3.00
5980,7,flow_1_2.16,552.00,616.00,64.00,1,23.00
5981,7,flow_1_2.18,576.00,631.00,55.00,1,5.00
5982,7,flow_1_2.19,588.00,633.00,45.00,0,0.00
5983,7,flow_3_2.9,630.00,643.00,13.00,0,0.00
5984,7,flow_4_2.9,546.00,648.00,102.00,1,14.00
5985,7,flow_1_2.20,600.00,651.00,51.00,1,8.00
5986,7,flow_4_2.10,569.00,654.00,85.00,0,0.00
5987,7,flow_1_2.21,612.00,658.00,46.00,0,0.00
5988,7,flow_2_2.5,660.00,668.00,8.00,0,0.00
5989,7,flow_1_2.22,624.00,671.00,47.00,1,2.00
5990,7,flow_3_2.10,660.00,673.00,13.00,0,0.00
5991,7,flow_4_2.11,587.00,683.00,96.00,0,0.00
5992,7,flow_3_2.11,690.00,704.00,14.00,0,0.00
5993,7,flow_1_2.23,636.00,706.00,70.00,2,24.00
5994,7,flow_1_2.24,648.00,708.00,60.00,1,9.00
5995,7,flow_1_2.25,660.00,708.00,48.00,1,5.00
5996,7,flow_1_2.26,672.00,710.00,38.00,0,0.00
5997,7,flow_4_2.12,607.00,723.00,116.00,1,24.00
5998,7,flow_4_2.13,631.00,727.00,96.00,1,6.00
5999,7,flow_2_3.0,720.00,729.00,9.00,0,0.00
6000,7,flow_4_2.14,648.00,733.00,85.00,0,0.00
6001,7,flow_3_3.0,720.00,733.00,13.00,0,0.00
6002,7,flow_1_2.28,696.00,744.00,48.00,1,7.00
6003,7,flow_1_2.27,684.00,745.00,61.00,1,18.00
6004,7,flow_1_2.29,708.00,747.00,39.00,0,0.00
6005,7,flow_3_3.1,738.00,751.00,13.00,0,0.00
6006,7,flow_2_3.1,750.00,759.00,9.00,0,0.00
6007,7,flow_4_2.15,670.00,760.00,90.00,0,0.00
6008,7,flow_1_3.0,720.00,767.00,47.00,1,2.00
6009,7,flow_3_3.2,756.00,769.00,13.00,0,0.00
6010,7,flow_1_3.1,735.00,787.00,52.00,0,0.00
6011,7,flow_3_3.3,774.00,787.00,13.00,0,0.00
6012,7,flow_2_3.2,780.00,789.00,9.00,0,0.00
6013,7,flow_4_2.16,693.00,793.00,100.00,1,4.00
6014,7,flow_3_3.4,792.00,805.00,13.00,0,0.00
6015,7,flow_4_2.17,710.00,808.00,98.00,1,5.00
6016,7,flow_4_3.0,720.00,811.00,91.00,0,0.00
6017,7,flow_2_3.3,810.00,818.00,8.00,0,0.00
6018,7,flow_3_3.5,810.00,823.00,13.00,0,0.00
6019,7,flow_1_3.3,765.00,826.00,61.00,1,16.00
6020,7,flow_1_3.2,750.00,828.00,78.00,1,28.00
6021,7,flow_1_3.4,780.00,830.00,50.00,1,7.00
6022,7,flow_3_3.6,828.00,841.00,13.00,0,0.00
6023,7,flow_4_3.1,738.00,848.00,110.00,1,21.00
6024,7,flow_2_3.4,840.00,849.00,9.00,0,0.00
6025,7,flow_4_3.2,755.00,852.00,97.00,0,0.00
6026,7,flow_3_3.7,846.00,859.00,13.00,0,0.00
6027,7,flow_1_3.6,810.00,861.00,51.00,1,7.00
6028,7,flow_1_3.5,795.00,862.00,67.00,2,15.00
6029,7,flow_4_3.3,772.00,873.00,101.00,1,5.00
6030,7,flow_3_3.8,864.00,877.00,13.00,0,0.00
6031,7,flow_4_3.4,789.00,879.00,90.00,0,0.00
6032,7,flow_2_3.5,870.00,879.00,9.00,0,0.00
6033,7,flow_1_3.7,825.00,881.00,56.00,1,5.00
6034,7,flow_4_3.5,806.00,893.00,87.00,0,0.00
6035,7,flow_3_3.9,882.00,895.00,13.00,0,0.00
6036,7,flow_2_3.6,900.00,909.00,9.00,0,0.00
6037,7,flow_4_3.6,823.00,913.00,90.00,1,1.00
6038,7,flow_3_3.10,900.00,914.00,14.00,0,0.00
6039,7,flow_3_3.11,918.00,931.00,13.00,0,0.00
6040,7,flow_2_3.7,930.00,939.00,9.00,0,0.00
6041,7,flow_3_3.12,936.00,949.00,13.00,0,0.00
6042,7,flow_4_3.7,841.00,953.00,112.00,1,23.00
6043,7,flow_1_3.8,840.00,956.00,116.00,2,66.00
6044,7,flow_4_3.8,858.00,956.00,98.00,1,7.00
6045,7,flow_1_3.9,855.00,957.00,102.00,1,55.00
6046,7,flow_1_3.10,870.00,958.00,88.00,1,43.00
6047,7,flow_1_3.12,900.00,959.00,59.00,1,11.00
6048,7,flow_4_3.9,875.00,965.00,90.00,0,0.00
6049,7,flow_1_3.13,915.00,965.00,50.00,0,0.00
6050,7,flow_1_3.11,885.00,967.00,82.00,2,29.00
6051,7,flow_3_3.13,954.00,968.00,14.00,0,0.00
6052,7,flow_1_3.14,930.00,969.00,39.00,0,0.00
6053,7,flow_2_3.8,960.00,969.00,9.00,0,0.00
6054,7,flow_1_3.15,945.00,982.00,37.00,0,0.00
6055,7,flow_3_3.14,972.00,986.00,14.00,0,0.00
6056,7,flow_4_3.10,892.00,988.00,96.00,1,4.00
6057,7,flow_1_3.16,960.00,999.00,39.00,0,0.00
6058,7,flow_2_3.9,990.00,999.00,9.00,0,0.00
6059,7,flow_3_3.15,990.00,1003.00,13.00,0,0.00
6060,7,flow_4_3.11,909.00,1008.00,99.00,1,8.00
6061,7,flow_1_3.17,975.00,1021.00,46.00,0,0.00
6062,7,flow_3_3.16,1008.00,1021.00,13.00,0,0.00
6063,7,flow_2_3.10,1020.00,1029.00,9.00,0,0.00
6064,7,flow_1_3.18,990.00,1037.00,47.00,0,0.00
6065,7,flow_4_3.12,926.00,1038.00,112.00,1,17.00
6066,7,flow_3_3.17,1026.00,1039.00,13.00,0,0.00
6067,7,flow_4_3.13,943.00,1041.00,98.00,1,3.00
6068,7,flow_3_3.18,1044.00,1058.00,14.00,0,0.00
6069,7,flow_2_3.11,1050.00,1059.00,9.00,0,0.00
6070,7,flow_4_3.14,961.00,1063.00,102.00,1,15.00
6071,7,flow_4_3.15,978.00,1067.00,89.00,0,0.00
6072,7,flow_3_3.19,1062.00,1076.00,14.00,0,0.00
6073,7,flow_4_3.16,995.00,1079.00,84.00,0,0.00
6074,7,flow_2_4.0,1080.00,1089.00,9.00,0,0.00
6075,7,flow_3_4.0,1080.00,1093.00,13.00,0,0.00
6076,7,flow_1_3.20,1020.00,1095.00,75.00,2,27.00
6077,7,flow_1_3.19,1005.00,1096.00,91.00,1,40.00
6078,7,flow_1_3.22,1050.00,1097.00,47.00,0,0.00
6079,7,flow_1_3.21,1035.00,1099.00,64.00,1,13.00
6080,7,flow_1_3.23,1065.00,1101.00,36.00,0,0.00
6081,7,flow_4_3.17,1012.00,1108.00,96.00,1,1.00
6082,7,flow_3_4.1,1103.00,1116.00,13.00,0,0.00
6083,7,flow_2_4.1,1120.00,1129.00,9.00,0,0.00
6084,7,flow_3_4.2,1125.00,1138.00,13.00,0,0.00
6085,7,flow_1_4.0,1080.00,1145.00,65.00,2,19.00
6086,7,flow_1_4.1,1100.00,1146.00,46.00,1,1.00
6087,7,flow_4_3.18,1029.00,1150.00,121.00,1,1.00
6088,7,flow_4_3.19,1046.00,1158.00,112.00,2,6.00
6089,7,flow_4_3.20,1063.00,1162.00,99.00,1,3.00
6090,7,flow_3_4.3,1148.00,1162.00,14.00,0,0.00
6091,7,flow_2_4.2,1160.00,1168.00,8.00,0,0.00
6092,7,flow_4_4.0,1080.00,1173.00,93.00,1,3.00
6093,7,flow_3_4.4,1170.00,1183.00,13.00,0,0.00
6094,7,flow_1_4.2,1120.00,1187.00,67.00,2,19.00
6095,7,flow_4_4.1,1103.00,1193.00,90.00,0,0.00
6096,7,flow_3_4.5,1193.00,1206.00,13.00,0,0.00
6097,7,flow_2_4.3,1200.00,1209.00,9.00,0,0.00
6098,7,flow_4_4.2,1122.00,1223.00,101.00,1,7.00
6099,7,flow_3_4.6,1215.00,1228.00,13.00,0,0.00
6100,7,flow_4_4.3,1142.00,1233.00,91.00,0,0.00
6101,7,flow_1_4.3,1140.00,1237.00,97.00,2,46.00
6102,7,flow_1_4.4,1160.00,1237.00,77.00,1,30.00
6103,7,flow_1_4.5,1180.00,1239.00,59.00,1,13.00
6104,7,flow_2_4.4,1240.00,1249.00,9.00,0,0.00
6105,7,flow_3_4.7,1238.00,1252.00,14.00,0,0.00
6106,7,flow_4_4.4,1165.00,1258.00,93.00,1,3.00
6107,7,flow_1_4.6,1200.00,1261.00,61.00,2,13.00
6108,7,flow_1_4.7,1220.00,1261.00,41.00,0,0.00
6109,7,flow_4_4.5,1183.00,1269.00,86.00,0,0.00
6110,7,flow_3_4.8,1260.00,1273.00,13.00,0,0.00
6111,7,flow_2_4.5,1280.00,1289.00,9.00,0,0.00
6112,7,flow_4_4.6,1205.00,1294.00,89.00,0,0.00
6113,7,flow_1_4.8,1240.00,1295.00,55.00,1,4.00
6114,7,flow_3_4.9,1283.00,1296.00,13.00,0,0.00
6115,7,flow_4_4.7,1224.00,1315.00,91.00,0,0.00
6116,7,flow_1_4.9,1260.00,1316.00,56.00,2,8.00
6117,7,flow_3_4.10,1305.00,1319.00,14.00,0,0.00
6118,7,flow_2_4.6,1320.00,1330.00,10.00,0,0.00
6119,7,flow_3_4.11,1328.00,1341.00,13.00,0,0.00
6120,7,flow_4_4.8,1247.00,1353.00,106.00,1,4.00
6121,7,flow_1_4.10,1280.00,1356.00,76.00,2,29.00
6122,7,flow_1_4.11,1300.00,1357.00,57.00,2,5.00
6123,7,flow_1_4.12,1320.00,1359.00,39.00,0,0.00
6124,7,flow_3_4.12,1350.00,1363.00,13.00,0,0.00
6125,7,flow_2_4.7,1360.00,1368.00,8.00,0,0.00
6126,7,flow_1_4.13,1340.00,1381.00,41.00,0,0.00
6127,7,flow_4_4.9,1266.00,1385.00,119.00,0,0.00
6128,7,flow_3_4.13,1373.00,1386.00,13.00,0,0.00
6129,7,flow_4_4.10,1286.00,1408.00,122.00,1,18.00
6130,7,flow_3_4.14,1395.00,1408.00,13.00,0,0.00
6131,7,flow_2_4.8,1400.00,1409.00,9.00,0,0.00
6132,7,flow_4_4.11,1310.00,1411.00,101.00,1,9.00
6133,7,flow_1_4.14,1360.00,1416.00,56.00,2,9.00
6134,7,flow_4_4.12,1327.00,1428.00,101.00,1,6.00
6135,7,flow_3_4.15,1418.00,1431.00,13.00,0,0.00
6136,7,flow_4_4.13,1348.00,1448.00,100.00,1,10.00
6137,7,flow_2_5.0,1440.00,1450.00,10.00,0,0.00
6138,7,flow_3_5.0,1440.00,1453.00,13.00,0,0.00
6139,7,flow_4_4.14,1370.00,1456.00,86.00,0,0.00
6140,7,flow_1_4.15,1380.00,1461.00,81.00,1,35.00
6141,7,flow_1_4.16,1400.00,1462.00,62.00,1,13.00
6142,7,flow_3_5.1,1453.00,1466.00,13.00,0,0.00
6143,7,flow_2_5.1,1464.00,1473.00,9.00,0,0.00
6144,7,flow_3_5.2,1466.00,1479.00,13.00,0,0.00
6145,7,flow_3_5.3,1479.00,1492.00,13.00,0,0.00
6146,7,flow_4_4.15,1389.00,1493.00,104.00,1,3.00
6147,7,flow_4_4.16,1410.00,1497.00,87.00,0,0.00
6148,7,flow_2_5.2,1488.00,1497.00,9.00,0,0.00
6149,7,flow_3_5.4,1492.00,1506.00,14.00,0,0.00
6150,7,flow_1_4.17,1420.00,1511.00,91.00,2,45.00
6151,7,flow_1_5.0,1440.00,1512.00,72.00,2,23.00
6152,7,flow_1_5.1,1448.00,1513.00,65.00,1,16.00
6153,7,flow_1_5.2,1455.00,1513.00,58.00,1,15.00
6154,7,flow_1_5.3,1463.00,1515.00,52.00,1,10.00
6155,7,flow_3_5.5,1505.00,1518.00,13.00,0,0.00
6156,7,flow_1_5.5,1478.00,1519.00,41.00,0,0.00
6157,7,flow_2_5.3,1512.00,1521.00,9.00,0,0.00
6158,7,flow_4_4.17,1434.00,1528.00,94.00,1,6.00
6159,7,flow_4_5.0,1440.00,1532.00,92.00,0,0.00
6160,7,flow_1_5.4,1470.00,1532.00,62.00,3,7.00
6161,7,flow_3_5.6,1518.00,1532.00,14.00,0,0.00
6162,7,flow_1_5.6,1485.00,1534.00,49.00,0,0.00
6163,7,flow_1_5.7,1493.00,1542.00,49.00,0,0.00
6164,7,flow_1_5.8,1500.00,1542.00,42.00,0,0.00
6165,7,flow_3_5.7,1530.00,1543.00,13.00,0,0.00
6166,7,flow_4_5.1,1453.00,1544.00,91.00,0,0.00
6167,7,flow_2_5.4,1536.00,1546.00,10.00,0,0.00
6168,7,flow_4_5.2,1466.00,1549.00,83.00,0,0.00
6169,7,flow_3_5.8,1543.00,1557.00,14.00,0,0.00
6170,7,flow_4_5.3,1479.00,1562.00,83.00,0,0.00
6171,7,flow_1_5.9,1508.00,1562.00,54.00,1,3.00
6172,7,flow_1_5.10,1515.00,1562.00,47.00,1,2.00
